N_region,N_cont_region,N_recu_region,fecha_region,ID_region,Poblacion,num_region
O’Higgins,59,18131,2020-11-06,06,991063,
Maule,83,18304,2020-11-06,07,1131939,
Ñuble,46,7257,2020-11-06,16,511551,
Biobío,255,28807,2020-11-06,08,1663696,
Araucanía,260,12180,2020-11-06,09,1014343,
Los Ríos,95,3408,2020-11-06,14,405835,
Los Lagos,314,14637,2020-11-06,10,891440,
Aysén,11,1017,2020-11-06,11,107297,
Magallanes,86,12098,2020-11-06,12,178362,
Arica y Parinacota,32,9370,2020-11-07,15,252110,
Tarapacá,35,12625,2020-11-07,01,382773,
Antofagasta,55,20814,2020-11-07,02,691854,
Atacama,3,7772,2020-11-07,03,314709,
Coquimbo,12,12428,2020-11-07,04,836096,
Valparaíso,83,29292,2020-11-07,05,1960170,
Metropolitana,296,286624,2020-11-07,13,8125072,
O’Higgins,35,18181,2020-11-07,06,991063,
Maule,113,18426,2020-11-07,07,1131939,
Ñuble,39,7302,2020-11-07,16,511551,
Biobío,260,29012,2020-11-07,08,1663696,
Araucanía,178,12428,2020-11-07,09,1014343,
Los Ríos,76,3477,2020-11-07,14,405835,
Los Lagos,252,14839,2020-11-07,10,891440,
Aysén,10,1028,2020-11-07,11,107297,
Magallanes,89,12185,2020-11-07,12,178362,
Arica y Parinacota,35,9395,2020-11-08,15,252110,
Tarapacá,43,12654,2020-11-08,01,382773,
Antofagasta,18,20845,2020-11-08,02,691854,
Atacama,7,7791,2020-11-08,03,314709,
Coquimbo,7,12444,2020-11-08,04,836096,
Valparaíso,87,29358,2020-11-08,05,1960170,
Metropolitana,321,286968,2020-11-08,13,8125072,
O’Higgins,56,18218,2020-11-08,06,991063,
Maule,64,18531,2020-11-08,07,1131939,
Ñuble,49,7345,2020-11-08,16,511551,
Biobío,243,29224,2020-11-08,08,1663696,
Araucanía,265,12628,2020-11-08,09,1014343,
Los Ríos,99,3567,2020-11-08,14,405835,
Los Lagos,189,15090,2020-11-08,10,891440,
Aysén,6,1043,2020-11-08,11,107297,
Magallanes,87,12261,2020-11-08,12,178362,
Arica y Parinacota,33,9423,2020-11-09,15,252110,
Tarapacá,43,12707,2020-11-09,01,382773,
Antofagasta,36,20878,2020-11-09,02,691854,
Atacama,5,7796,2020-11-09,03,314709,
Coquimbo,14,12456,2020-11-09,04,836096,
Valparaíso,55,29425,2020-11-09,05,1960170,
Metropolitana,242,287246,2020-11-09,13,8125072,
O’Higgins,55,18268,2020-11-09,06,991063,
Maule,84,18624,2020-11-09,07,1131939,
Ñuble,46,7400,2020-11-09,16,511551,
Biobío,196,29427,2020-11-09,08,1663696,
Araucanía,151,12837,2020-11-09,09,1014343,
Los Ríos,83,3669,2020-11-09,14,405835,
Los Lagos,200,15315,2020-11-09,10,891440,
Aysén,6,1052,2020-11-09,11,107297,
Magallanes,69,12332,2020-11-09,12,178362,
Arica y Parinacota,7,0,2020-04-26,15,252110,
Tarapacá,13,0,2020-04-26,01,382773,
Antofagasta,52,0,2020-04-26,02,691854,
Atacama,5,0,2020-04-26,03,314709,
Coquimbo,0,0,2020-04-26,04,836096,
Valparaíso,6,0,2020-04-26,05,1960170,
Metropolitana,331,0,2020-04-26,13,8125072,
O’Higgins,7,0,2020-04-26,06,991063,
Maule,4,0,2020-04-26,07,1131939,
Ñuble,6,0,2020-04-26,16,511551,
Biobío,7,0,2020-04-26,08,1663696,
Araucanía,13,0,2020-04-26,09,1014343,
Los Ríos,1,0,2020-04-26,14,405835,
Los Lagos,8,0,2020-04-26,10,891440,
Aysén,0,0,2020-04-26,11,107297,
Magallanes,13,0,2020-04-26,12,178362,
