N_region,N_cont_region,N_recu_region,fecha_region,ID_region,Poblacion,num_region
Antofagasta,65,19080,2020-10-02,02,691854,
Atacama,33,6682,2020-10-02,03,314709,
Coquimbo,43,11461,2020-10-02,04,836096,
Valparaíso,121,25915,2020-10-02,05,1960170,
Metropolitana,468,274805,2020-10-02,13,8125072,
O’Higgins,79,15579,2020-10-02,06,991063,
Maule,164,14587,2020-10-02,07,1131939,
Ñuble,64,5983,2020-10-02,16,511551,
Biobío,184,21916,2020-10-02,08,1663696,
Araucanía,137,6866,2020-10-02,09,1014343,
Los Ríos,58,1555,2020-10-02,14,405835,
Los Lagos,161,8471,2020-10-02,10,891440,
Aysén,17,296,2020-10-02,11,107297,
Magallanes,130,7285,2020-10-02,12,178362,
Arica y Parinacota,68,7737,2020-10-03,15,252110,
Tarapacá,69,11394,2020-10-03,01,382773,
Antofagasta,71,19115,2020-10-03,02,691854,
Atacama,36,6720,2020-10-03,03,314709,
Coquimbo,56,11503,2020-10-03,04,836096,
Valparaíso,139,26008,2020-10-03,05,1960170,
Metropolitana,321,275092,2020-10-03,13,8125072,
O’Higgins,104,15654,2020-10-03,06,991063,
Maule,106,14686,2020-10-03,07,1131939,
Ñuble,34,6016,2020-10-03,16,511551,
Biobío,182,22078,2020-10-03,08,1663696,
Araucanía,146,6937,2020-10-03,09,1014343,
Los Ríos,48,1566,2020-10-03,14,405835,
Los Lagos,197,8567,2020-10-03,10,891440,
Aysén,36,308,2020-10-03,11,107297,
Magallanes,267,7447,2020-10-03,12,178362,
Arica y Parinacota,61,7762,2020-10-04,15,252110,
Tarapacá,29,11407,2020-10-04,01,382773,
Antofagasta,46,19166,2020-10-04,02,691854,
Atacama,21,6757,2020-10-04,03,314709,
Coquimbo,29,11533,2020-10-04,04,836096,
Valparaíso,160,26097,2020-10-04,05,1960170,
Metropolitana,357,275334,2020-10-04,13,8125072,
O’Higgins,61,15722,2020-10-04,06,991063,
Maule,129,14782,2020-10-04,07,1131939,
Ñuble,33,6048,2020-10-04,16,511551,
Biobío,208,22238,2020-10-04,08,1663696,
Araucanía,122,7015,2020-10-04,09,1014343,
Los Ríos,53,1584,2020-10-04,14,405835,
Los Lagos,147,8662,2020-10-04,10,891440,
Aysén,34,331,2020-10-04,11,107297,
Magallanes,218,7581,2020-10-04,12,178362,
Arica y Parinacota,44,7791,2020-10-05,15,252110,
Tarapacá,29,11418,2020-10-05,01,382773,
Antofagasta,62,19191,2020-10-05,02,691854,
Atacama,28,6787,2020-10-05,03,314709,
Coquimbo,33,11567,2020-10-05,04,836096,
Valparaíso,89,26188,2020-10-05,05,1960170,
Metropolitana,363,275683,2020-10-05,13,8125072,
O’Higgins,92,15786,2020-10-05,06,991063,
Maule,128,14861,2020-10-05,07,1131939,
Ñuble,24,6074,2020-10-05,16,511551,
Biobío,151,22430,2020-10-05,08,1663696,
Araucanía,166,7107,2020-10-05,09,1014343,
Los Ríos,27,1617,2020-10-05,14,405835,
Los Lagos,178,8789,2020-10-05,10,891440,
Aysén,2,351,2020-10-05,11,107297,
Magallanes,151,7762,2020-10-05,12,178362,
Arica y Parinacota,52,7842,2020-10-06,15,252110,
Tarapacá,31,11444,2020-10-06,01,382773,
Antofagasta,30,19261,2020-10-06,02,691854,
Atacama,42,6820,2020-10-06,03,314709,
Coquimbo,32,11624,2020-10-06,04,836096,
Valparaíso,103,26318,2020-10-06,05,1960170,
Metropolitana,242,276112,2020-10-06,13,8125072,
O’Higgins,72,15857,2020-10-06,06,991063,
Maule,98,15036,2020-10-06,07,1131939,
Ñuble,20,6129,2020-10-06,16,511551,
Biobío,130,22648,2020-10-06,08,1663696,
Araucanía,132,7234,2020-10-06,09,1014343,
Los Ríos,60,1685,2020-10-06,14,405835,
Los Lagos,179,8938,2020-10-06,10,891440,
Aysén,7,368,2020-10-06,11,107297,
Magallanes,324,8050,2020-10-06,12,178362,
Arica y Parinacota,50,7882,2020-10-07,15,252110,
Tarapacá,25,11479,2020-10-07,01,382773,
Antofagasta,24,19316,2020-10-07,02,691854,
Atacama,35,6858,2020-10-07,03,314709,
Coquimbo,25,11667,2020-10-07,04,836096,
Valparaíso,96,26408,2020-10-07,05,1960170,
Metropolitana,287,276491,2020-10-07,13,8125072,
O’Higgins,39,15938,2020-10-07,06,991063,
Maule,48,15179,2020-10-07,07,1131939,
Ñuble,16,6161,2020-10-07,16,511551,
Biobío,97,22862,2020-10-07,08,1663696,
Araucanía,104,7338,2020-10-07,09,1014343,
Los Ríos,36,1748,2020-10-07,14,405835,
Los Lagos,90,9052,2020-10-07,10,891440,
Aysén,25,384,2020-10-07,11,107297,
Magallanes,134,8239,2020-10-07,12,178362,
Arica y Parinacota,61,7932,2020-10-08,15,252110,
Tarapacá,31,11520,2020-10-08,01,382773,
Antofagasta,63,19358,2020-10-08,02,691854,
Atacama,35,6900,2020-10-08,03,314709,
Coquimbo,32,11723,2020-10-08,04,836096,
Valparaíso,88,26493,2020-10-08,05,1960170,
Metropolitana,308,276903,2020-10-08,13,8125072,
O’Higgins,84,16005,2020-10-08,06,991063,
Maule,119,15333,2020-10-08,07,1131939,
Ñuble,47,6202,2020-10-08,16,511551,
Biobío,164,23053,2020-10-08,08,1663696,
Araucanía,201,7429,2020-10-08,09,1014343,
Los Ríos,39,1795,2020-10-08,14,405835,
Los Lagos,132,9164,2020-10-08,10,891440,
Aysén,8,406,2020-10-08,11,107297,
Magallanes,163,8442,2020-10-08,12,178362,
Arica y Parinacota,53,7973,2020-10-09,15,252110,
Tarapacá,18,11547,2020-10-09,01,382773,
Antofagasta,65,19431,2020-10-09,02,691854,
Atacama,17,6938,2020-10-09,03,314709,
Coquimbo,19,11760,2020-10-09,04,836096,
Valparaíso,104,26586,2020-10-09,05,1960170,
Metropolitana,424,277250,2020-10-09,13,8125072,
O’Higgins,76,16084,2020-10-09,06,991063,
Maule,138,15441,2020-10-09,07,1131939,
Ñuble,41,6250,2020-10-09,16,511551,
Biobío,176,23235,2020-10-09,08,1663696,
Araucanía,199,7535,2020-10-09,09,1014343,
Los Ríos,58,1837,2020-10-09,14,405835,
Los Lagos,138,9295,2020-10-09,10,891440,
Aysén,33,434,2020-10-09,11,107297,
Magallanes,191,8650,2020-10-09,12,178362,
Arica y Parinacota,44,8043,2020-10-10,15,252110,
Tarapacá,33,11572,2020-10-10,01,382773,
Antofagasta,48,19468,2020-10-10,02,691854,
Atacama,42,6977,2020-10-10,03,314709,
Coquimbo,26,11804,2020-10-10,04,836096,
Valparaíso,134,26676,2020-10-10,05,1960170,
Metropolitana,336,277620,2020-10-10,13,8125072,
O’Higgins,91,16165,2020-10-10,06,991063,
Maule,125,15617,2020-10-10,07,1131939,
Ñuble,28,6288,2020-10-10,16,511551,
Biobío,226,23417,2020-10-10,08,1663696,
Araucanía,145,7653,2020-10-10,09,1014343,
Los Ríos,42,1892,2020-10-10,14,405835,
Los Lagos,179,9445,2020-10-10,10,891440,
Aysén,21,474,2020-10-10,11,107297,
Magallanes,302,8892,2020-10-10,12,178362,
Arica y Parinacota,43,8084,2020-10-11,15,252110,
Tarapacá,67,11614,2020-10-11,01,382773,
Antofagasta,58,19513,2020-10-11,02,691854,
Atacama,26,7009,2020-10-11,03,314709,
Coquimbo,18,11828,2020-10-11,04,836096,
Valparaíso,120,26774,2020-10-11,05,1960170,
Metropolitana,369,277875,2020-10-11,13,8125072,
O’Higgins,96,16222,2020-10-11,06,991063,
Maule,129,15692,2020-10-11,07,1131939,
Ñuble,40,6318,2020-10-11,16,511551,
Biobío,220,23544,2020-10-11,08,1663696,
Araucanía,166,7775,2020-10-11,09,1014343,
Los Ríos,50,1942,2020-10-11,14,405835,
Los Lagos,219,9538,2020-10-11,10,891440,
Aysén,34,507,2020-10-11,11,107297,
Magallanes,121,9065,2020-10-11,12,178362,
Arica y Parinacota,60,8119,2020-10-12,15,252110,
Tarapacá,26,11640,2020-10-12,01,382773,
Antofagasta,66,19547,2020-10-12,02,691854,
Atacama,42,7041,2020-10-12,03,314709,
Coquimbo,26,11851,2020-10-12,04,836096,
Valparaíso,95,26851,2020-10-12,05,1960170,
Metropolitana,312,278093,2020-10-12,13,8125072,
O’Higgins,56,16272,2020-10-12,06,991063,
Maule,131,15762,2020-10-12,07,1131939,
Ñuble,31,6364,2020-10-12,16,511551,
Biobío,190,23691,2020-10-12,08,1663696,
Araucanía,150,7891,2020-10-12,09,1014343,
Los Ríos,37,1962,2020-10-12,14,405835,
Los Lagos,130,9613,2020-10-12,10,891440,
Aysén,18,528,2020-10-12,11,107297,
Magallanes,109,9207,2020-10-12,12,178362,
Arica y Parinacota,43,8215,2020-10-13,15,252110,
Tarapacá,21,11672,2020-10-13,01,382773,
Antofagasta,31,19617,2020-10-13,02,691854,
Atacama,20,7077,2020-10-13,03,314709,
Coquimbo,24,11886,2020-10-13,04,836096,
Valparaíso,66,26989,2020-10-13,05,1960170,
Metropolitana,267,278504,2020-10-13,13,8125072,
O’Higgins,98,16372,2020-10-13,06,991063,
Maule,76,15898,2020-10-13,07,1131939,
Ñuble,44,6406,2020-10-13,16,511551,
Biobío,184,23877,2020-10-13,08,1663696,
Araucanía,154,8054,2020-10-13,09,1014343,
Los Ríos,44,2041,2020-10-13,14,405835,
Los Lagos,197,9806,2020-10-13,10,891440,
Aysén,15,548,2020-10-13,11,107297,
Magallanes,108,9485,2020-10-13,12,178362,
Arica y Parinacota,43,8215,2020-10-13,15,252110,
Tarapacá,21,11672,2020-10-13,01,382773,
Antofagasta,31,19617,2020-10-13,02,691854,
Atacama,20,7077,2020-10-13,03,314709,
Coquimbo,24,11886,2020-10-13,04,836096,
Valparaíso,66,26989,2020-10-13,05,1960170,
Metropolitana,267,278504,2020-10-13,13,8125072,
O’Higgins,98,16372,2020-10-13,06,991063,
Maule,76,15898,2020-10-13,07,1131939,
Ñuble,44,6406,2020-10-13,16,511551,
Biobío,184,23877,2020-10-13,08,1663696,
Araucanía,154,8054,2020-10-13,09,1014343,
Los Ríos,44,2041,2020-10-13,14,405835,
Los Lagos,197,9806,2020-10-13,10,891440,
Aysén,15,548,2020-10-13,11,107297,
Magallanes,108,9485,2020-10-13,12,178362,
Arica y Parinacota,50,8270,2020-10-14,15,252110,
Tarapacá,30,11733,2020-10-14,01,382773,
Antofagasta,28,19673,2020-10-14,02,691854,
Atacama,30,7106,2020-10-14,03,314709,
Coquimbo,12,11918,2020-10-14,04,836096,
Valparaíso,52,27093,2020-10-14,05,1960170,
Metropolitana,251,278846,2020-10-14,13,8125072,
O’Higgins,37,16442,2020-10-14,06,991063,
Maule,56,16017,2020-10-14,07,1131939,
Ñuble,25,6444,2020-10-14,16,511551,
Biobío,143,24043,2020-10-14,08,1663696,
Araucanía,122,8177,2020-10-14,09,1014343,
Los Ríos,20,2083,2020-10-14,14,405835,
Los Lagos,115,9946,2020-10-14,10,891440,
Aysén,19,568,2020-10-14,11,107297,
Magallanes,99,9662,2020-10-14,12,178362,
Arica y Parinacota,45,8316,2020-10-15,15,252110,
Tarapacá,15,11779,2020-10-15,01,382773,
Antofagasta,32,19716,2020-10-15,02,691854,
Atacama,16,7140,2020-10-15,03,314709,
Coquimbo,22,11953,2020-10-15,04,836096,
Valparaíso,86,27202,2020-10-15,05,1960170,
Metropolitana,237,279122,2020-10-15,13,8125072,
O’Higgins,51,16506,2020-10-15,06,991063,
Maule,48,16124,2020-10-15,07,1131939,
Ñuble,6,6468,2020-10-15,16,511551,
Biobío,176,24198,2020-10-15,08,1663696,
Araucanía,145,8322,2020-10-15,09,1014343,
Los Ríos,21,2129,2020-10-15,14,405835,
Los Lagos,124,10108,2020-10-15,10,891440,
Aysén,26,596,2020-10-15,11,107297,
Magallanes,72,9806,2020-10-15,12,178362,
Arica y Parinacota,59,8362,2020-10-16,15,252110,
Tarapacá,35,11810,2020-10-16,01,382773,
Antofagasta,41,19768,2020-10-16,02,691854,
Atacama,20,7167,2020-10-16,03,314709,
Coquimbo,25,11986,2020-10-16,04,836096,
Valparaíso,95,27327,2020-10-16,05,1960170,
Metropolitana,383,279478,2020-10-16,13,8125072,
O’Higgins,48,16563,2020-10-16,06,991063,
Maule,91,16219,2020-10-16,07,1131939,
Ñuble,22,6503,2020-10-16,16,511551,
Biobío,302,24359,2020-10-16,08,1663696,
Araucanía,164,8473,2020-10-16,09,1014343,
Los Ríos,66,2177,2020-10-16,14,405835,
Los Lagos,243,10268,2020-10-16,10,891440,
Aysén,18,608,2020-10-16,11,107297,
Magallanes,77,9977,2020-10-16,12,178362,
Arica y Parinacota,42,8415,2020-10-17,15,252110,
Tarapacá,38,11837,2020-10-17,01,382773,
Antofagasta,71,19829,2020-10-17,02,691854,
Atacama,42,7203,2020-10-17,03,314709,
Coquimbo,26,12020,2020-10-17,04,836096,
Valparaíso,122,27433,2020-10-17,05,1960170,
Metropolitana,371,279821,2020-10-17,13,8125072,
O’Higgins,152,16654,2020-10-17,06,991063,
Maule,159,16327,2020-10-17,07,1131939,
Ñuble,48,6529,2020-10-17,16,511551,
Biobío,234,24498,2020-10-17,08,1663696,
Araucanía,97,8623,2020-10-17,09,1014343,
Los Ríos,78,2231,2020-10-17,14,405835,
Los Lagos,240,10477,2020-10-17,10,891440,
Aysén,31,630,2020-10-17,11,107297,
Magallanes,60,10135,2020-10-17,12,178362,
Arica y Parinacota,52,8467,2020-10-18,15,252110,
Tarapacá,19,11871,2020-10-18,01,382773,
Antofagasta,36,19869,2020-10-18,02,691854,
Atacama,24,7229,2020-10-18,03,314709,
Coquimbo,28,12032,2020-10-18,04,836096,
Valparaíso,113,27524,2020-10-18,05,1960170,
Metropolitana,374,280072,2020-10-18,13,8125072,
O’Higgins,105,16724,2020-10-18,06,991063,
Maule,123,16404,2020-10-18,07,1131939,
Ñuble,30,6552,2020-10-18,16,511551,
Biobío,254,24639,2020-10-18,08,1663696,
Araucanía,229,8740,2020-10-18,09,1014343,
Los Ríos,47,2266,2020-10-18,14,405835,
Los Lagos,236,10603,2020-10-18,10,891440,
Aysén,8,645,2020-10-18,11,107297,
Magallanes,81,10256,2020-10-18,12,178362,
Arica y Parinacota,27,8500,2020-10-19,15,252110,
Tarapacá,36,11889,2020-10-19,01,382773,
Antofagasta,42,19907,2020-10-19,02,691854,
Atacama,42,7256,2020-10-19,03,314709,
Coquimbo,14,12050,2020-10-19,04,836096,
Valparaíso,87,27589,2020-10-19,05,1960170,
Metropolitana,388,280291,2020-10-19,13,8125072,
O’Higgins,92,16774,2020-10-19,06,991063,
Maule,111,16474,2020-10-19,07,1131939,
Ñuble,49,6580,2020-10-19,16,511551,
Biobío,154,24770,2020-10-19,08,1663696,
Araucanía,131,8863,2020-10-19,09,1014343,
Los Ríos,46,2289,2020-10-19,14,405835,
Los Lagos,171,10711,2020-10-19,10,891440,
Aysén,27,660,2020-10-19,11,107297,
Magallanes,128,10368,2020-10-19,12,178362,
Arica y Parinacota,22,8564,2020-10-20,15,252110,
Tarapacá,23,11910,2020-10-20,01,382773,
Antofagasta,45,19953,2020-10-20,02,691854,
Atacama,13,7274,2020-10-20,03,314709,
Coquimbo,22,12077,2020-10-20,04,836096,
Valparaíso,67,27682,2020-10-20,05,1960170,
Metropolitana,243,280595,2020-10-20,13,8125072,
O’Higgins,67,16861,2020-10-20,06,991063,
Maule,68,16597,2020-10-20,07,1131939,
Ñuble,18,6633,2020-10-20,16,511551,
Biobío,131,24950,2020-10-20,08,1663696,
Araucanía,101,9056,2020-10-20,09,1014343,
Los Ríos,50,2334,2020-10-20,14,405835,
Los Lagos,125,10902,2020-10-20,10,891440,
Aysén,22,694,2020-10-20,11,107297,
Magallanes,82,10511,2020-10-20,12,178362,
Arica y Parinacota,37,8607,2020-10-21,15,252110,
Tarapacá,43,11937,2020-10-21,01,382773,
Antofagasta,23,19997,2020-10-21,02,691854,
Atacama,19,7307,2020-10-21,03,314709,
Coquimbo,16,12105,2020-10-21,04,836096,
Valparaíso,73,27805,2020-10-21,05,1960170,
Metropolitana,248,280930,2020-10-21,13,8125072,
O’Higgins,60,16935,2020-10-21,06,991063,
Maule,42,16714,2020-10-21,07,1131939,
Ñuble,24,6653,2020-10-21,16,511551,
Biobío,144,25143,2020-10-21,08,1663696,
Araucanía,164,9221,2020-10-21,09,1014343,
Los Ríos,24,2378,2020-10-21,14,405835,
Los Lagos,147,11107,2020-10-21,10,891440,
Aysén,33,714,2020-10-21,11,107297,
Magallanes,55,10666,2020-10-21,12,178362,
Arica y Parinacota,54,8641,2020-10-22,15,252110,
Tarapacá,31,11987,2020-10-22,01,382773,
Antofagasta,42,20055,2020-10-22,02,691854,
Atacama,24,7338,2020-10-22,03,314709,
Coquimbo,13,12125,2020-10-22,04,836096,
Valparaíso,96,27883,2020-10-22,05,1960170,
Metropolitana,353,281237,2020-10-22,13,8125072,
O’Higgins,75,17018,2020-10-22,06,991063,
Maule,85,16828,2020-10-22,07,1131939,
Ñuble,38,6687,2020-10-22,16,511551,
Biobío,190,25310,2020-10-22,08,1663696,
Araucanía,105,9375,2020-10-22,09,1014343,
Los Ríos,60,2433,2020-10-22,14,405835,
Los Lagos,229,11296,2020-10-22,10,891440,
Aysén,15,737,2020-10-22,11,107297,
Magallanes,85,10765,2020-10-22,12,178362,
Arica y Parinacota,51,8685,2020-10-23,15,252110,
Tarapacá,38,12049,2020-10-23,01,382773,
Antofagasta,34,20110,2020-10-23,02,691854,
Atacama,27,7386,2020-10-23,03,314709,
Coquimbo,13,12150,2020-10-23,04,836096,
Valparaíso,73,27959,2020-10-23,05,1960170,
Metropolitana,341,281557,2020-10-23,13,8125072,
O’Higgins,62,17099,2020-10-23,06,991063,
Maule,102,16919,2020-10-23,07,1131939,
Ñuble,56,6715,2020-10-23,16,511551,
Biobío,247,25522,2020-10-23,08,1663696,
Araucanía,319,9552,2020-10-23,09,1014343,
Los Ríos,54,2473,2020-10-23,14,405835,
Los Lagos,261,11479,2020-10-23,10,891440,
Aysén,23,752,2020-10-23,11,107297,
Magallanes,72,10886,2020-10-23,12,178362,
Arica y Parinacota,50,8868,2020-10-24,15,252110,
Tarapacá,28,12142,2020-10-24,01,382773,
Antofagasta,55,20269,2020-10-24,02,691854,
Atacama,17,7485,2020-10-24,03,314709,
Coquimbo,22,12217,2020-10-24,04,836096,
Valparaíso,97,28290,2020-10-24,05,1960170,
Metropolitana,357,282714,2020-10-24,13,8125072,
O’Higgins,79,17366,2020-10-24,06,991063,
Maule,103,17250,2020-10-24,07,1131939,
Ñuble,36,6833,2020-10-24,16,511551,
Biobío,229,26294,2020-10-24,08,1663696,
Araucanía,176,10089,2020-10-24,09,1014343,
Los Ríos,64,2619,2020-10-24,14,405835,
Los Lagos,221,12085,2020-10-24,10,891440,
Aysén,22,826,2020-10-24,11,107297,
Magallanes,75,11179,2020-10-24,12,178362,
Arica y Parinacota,40,8916,2020-10-25,15,252110,
Tarapacá,31,12172,2020-10-25,01,382773,
Antofagasta,46,20312,2020-10-25,02,691854,
Atacama,24,7480,2020-10-25,03,314709,
Coquimbo,19,12245,2020-10-25,04,836096,
Valparaíso,84,28377,2020-10-25,05,1960170,
Metropolitana,343,283049,2020-10-25,13,8125072,
O’Higgins,62,17449,2020-10-25,06,991063,
Maule,108,17377,2020-10-25,07,1131939,
Ñuble,27,6867,2020-10-25,16,511551,
Biobío,199,26539,2020-10-25,08,1663696,
Araucanía,176,10265,2020-10-25,09,1014343,
Los Ríos,64,2701,2020-10-25,14,405835,
Los Lagos,239,12342,2020-10-25,10,891440,
Aysén,2,852,2020-10-25,11,107297,
Magallanes,76,11259,2020-10-25,12,178362,
Arica y Parinacota,41,8953,2020-10-26,15,252110,
Tarapacá,39,12204,2020-10-26,01,382773,
Antofagasta,46,20366,2020-10-26,02,691854,
Atacama,27,7521,2020-10-26,03,314709,
Coquimbo,10,12261,2020-10-26,04,836096,
Valparaíso,73,28450,2020-10-26,05,1960170,
Metropolitana,334,283411,2020-10-26,13,8125072,
O’Higgins,44,17540,2020-10-26,06,991063,
Maule,93,17505,2020-10-26,07,1131939,
Ñuble,35,6896,2020-10-26,16,511551,
Biobío,212,26748,2020-10-26,08,1663696,
Araucanía,195,10429,2020-10-26,09,1014343,
Los Ríos,60,2762,2020-10-26,14,405835,
Los Lagos,191,12560,2020-10-26,10,891440,
Aysén,13,880,2020-10-26,11,107297,
Magallanes,92,11341,2020-10-26,12,178362,
Arica y Parinacota,22,8987,2020-10-27,15,252110,
Tarapacá,39,12235,2020-10-27,01,382773,
Antofagasta,23,20418,2020-10-27,02,691854,
Atacama,18,7549,2020-10-27,03,314709,
Coquimbo,4,12285,2020-10-27,04,836096,
Valparaíso,55,28535,2020-10-27,05,1960170,
Metropolitana,141,283723,2020-10-27,13,8125072,
O’Higgins,36,17623,2020-10-27,06,991063,
Maule,33,17606,2020-10-27,07,1131939,
Ñuble,22,6928,2020-10-27,16,511551,
Biobío,157,27015,2020-10-27,08,1663696,
Araucanía,114,10561,2020-10-27,09,1014343,
Los Ríos,70,2817,2020-10-27,14,405835,
Los Lagos,157,12737,2020-10-27,10,891440,
Aysén,4,905,2020-10-27,11,107297,
Magallanes,27,11405,2020-10-27,12,178362,
Arica y Parinacota,20,9027,2020-10-28,15,252110,
Tarapacá,34,12270,2020-10-28,01,382773,
Antofagasta,34,20452,2020-10-28,02,691854,
Atacama,19,7572,2020-10-28,03,314709,
Coquimbo,20,12303,2020-10-28,04,836096,
Valparaíso,48,28630,2020-10-28,05,1960170,
Metropolitana,246,284053,2020-10-28,13,8125072,
O’Higgins,26,17688,2020-10-28,06,991063,
Maule,23,17683,2020-10-28,07,1131939,
Ñuble,24,6966,2020-10-28,16,511551,
Biobío,120,27210,2020-10-28,08,1663696,
Araucanía,180,10730,2020-10-28,09,1014343,
Los Ríos,48,2874,2020-10-28,14,405835,
Los Lagos,105,12992,2020-10-28,10,891440,
Aysén,4,916,2020-10-28,11,107297,
Magallanes,53,11490,2020-10-28,12,178362,
Arica y Parinacota,53,9074,2020-10-29,15,252110,
Tarapacá,27,12300,2020-10-29,01,382773,
Antofagasta,60,20477,2020-10-29,02,691854,
Atacama,14,7594,2020-10-29,03,314709,
Coquimbo,18,12314,2020-10-29,04,836096,
Valparaíso,69,28683,2020-10-29,05,1960170,
Metropolitana,334,284279,2020-10-29,13,8125072,
O’Higgins,67,17744,2020-10-29,06,991063,
Maule,115,17595,2020-10-29,07,1131939,
Ñuble,43,7007,2020-10-29,16,511551,
Biobío,211,27365,2020-10-29,08,1663696,
Araucanía,175,10852,2020-10-29,09,1014343,
Los Ríos,35,2938,2020-10-29,14,405835,
Los Lagos,211,13164,2020-10-29,10,891440,
Aysén,15,939,2020-10-29,11,107297,
Magallanes,72,11547,2020-10-29,12,178362,
Arica y Parinacota,43,9112,2020-10-30,15,252110,
Tarapacá,46,12318,2020-10-30,01,382773,
Antofagasta,41,20503,2020-10-30,02,691854,
Atacama,27,7610,2020-10-30,03,314709,
Coquimbo,14,12330,2020-10-30,04,836096,
Valparaíso,70,28748,2020-10-30,05,1960170,
Metropolitana,288,284519,2020-10-30,13,8125072,
O’Higgins,48,17797,2020-10-30,06,991063,
Maule,140,17778,2020-10-30,07,1131939,
Ñuble,51,7033,2020-10-30,16,511551,
Biobío,204,27521,2020-10-30,08,1663696,
Araucanía,170,10999,2020-10-30,09,1014343,
Los Ríos,86,2967,2020-10-30,14,405835,
Los Lagos,229,13307,2020-10-30,10,891440,
Aysén,8,954,2020-10-30,11,107297,
Magallanes,64,11607,2020-10-30,12,178362,
Arica y Parinacota,24,9185,2020-11-01,15,252110,
Tarapacá,27,12393,2020-11-01,01,382773,
Antofagasta,45,20589,2020-11-01,02,691854,
Atacama,12,7656,2020-11-01,03,314709,
Coquimbo,14,12355,2020-11-01,04,836096,
Valparaíso,107,28910,2020-11-01,05,1960170,
Metropolitana,310,285069,2020-11-01,13,8125072,
O’Higgins,56,17920,2020-11-01,06,991063,
Maule,80,17961,2020-11-01,07,1131939,
Ñuble,55,7118,2020-11-01,16,511551,
Biobío,196,27979,2020-11-01,08,1663696,
Araucanía,221,11383,2020-11-01,09,1014343,
Los Ríos,86,3075,2020-11-01,14,405835,
Los Lagos,271,13764,2020-11-01,10,891440,
Aysén,10,988,2020-11-01,11,107297,
Magallanes,93,11772,2020-11-01,12,178362,
Arica y Parinacota,18,9233,2020-11-02,15,252110,
Tarapacá,32,12422,2020-11-02,01,382773,
Antofagasta,41,20633,2020-11-02,02,691854,
Atacama,7,7678,2020-11-02,03,314709,
Coquimbo,6,12370,2020-11-02,04,836096,
Valparaíso,48,28989,2020-11-02,05,1960170,
Metropolitana,302,285343,2020-11-02,13,8125072,
O’Higgins,38,17974,2020-11-02,06,991063,
Maule,76,18046,2020-11-02,07,1131939,
Ñuble,14,7147,2020-11-02,16,511551,
Biobío,200,28140,2020-11-02,08,1663696,
Araucanía,133,11544,2020-11-02,09,1014343,
Los Ríos,95,3148,2020-11-02,14,405835,
Los Lagos,226,13970,2020-11-02,10,891440,
Aysén,15,1002,2020-11-02,11,107297,
Magallanes,63,11837,2020-11-02,12,178362,
Arica y Parinacota,26,9259,2020-11-03,15,252110,
Tarapacá,7,12462,2020-11-03,01,382773,
Antofagasta,18,20666,2020-11-03,02,691854,
Atacama,9,7707,2020-11-03,03,314709,
Coquimbo,13,12395,2020-11-03,04,836096,
Valparaíso,56,29057,2020-11-03,05,1960170,
Metropolitana,211,285614,2020-11-03,13,8125072,
O’Higgins,31,18009,2020-11-03,06,991063,
Maule,44,18115,2020-11-03,07,1131939,
Ñuble,50,7175,2020-11-03,16,511551,
Biobío,143,28318,2020-11-03,08,1663696,
Araucanía,139,11719,2020-11-03,09,1014343,
Los Ríos,68,3208,2020-11-03,14,405835,
Los Lagos,122,14155,2020-11-03,10,891440,
Aysén,1,1007,2020-11-03,11,107297,
Magallanes,71,11905,2020-11-03,12,178362,
Arica y Parinacota,20,9291,2020-11-04,15,252110,
Tarapacá,25,12490,2020-11-04,01,382773,
Antofagasta,13,20703,2020-11-04,02,691854,
Atacama,9,7725,2020-11-04,03,314709,
Coquimbo,11,12404,2020-11-04,04,836096,
Valparaíso,41,29117,2020-11-04,05,1960170,
Metropolitana,179,285881,2020-11-04,13,8125072,
O’Higgins,23,18060,2020-11-04,06,991063,
Maule,27,18188,2020-11-04,07,1131939,
Ñuble,8,7205,2020-11-04,16,511551,
Biobío,127,28498,2020-11-04,08,1663696,
Araucanía,123,11898,2020-11-04,09,1014343,
Los Ríos,60,3291,2020-11-04,14,405835,
Los Lagos,110,14367,2020-11-04,10,891440,
Aysén,17,1009,2020-11-04,11,107297,
Magallanes,53,11973,2020-11-04,12,178362,
Arica y Parinacota,40,9319,2020-11-05,15,252110,
Tarapacá,37,12555,2020-11-05,01,382773,
Antofagasta,30,20742,2020-11-05,02,691854,
Atacama,1,7741,2020-11-05,03,314709,
Coquimbo,10,12408,2020-11-05,04,836096,
Valparaíso,76,29167,2020-11-05,05,1960170,
Metropolitana,346,286088,2020-11-05,13,8125072,
O’Higgins,42,18098,2020-11-05,06,991063,
Maule,92,18252,2020-11-05,07,1131939,
Ñuble,21,7233,2020-11-05,16,511551,
Biobío,253,28651,2020-11-05,08,1663696,
Araucanía,253,12049,2020-11-05,09,1014343,
Los Ríos,80,3350,2020-11-05,14,405835,
Los Lagos,157,14486,2020-11-05,10,891440,
Aysén,8,1015,2020-11-05,11,107297,
Magallanes,94,12047,2020-11-05,12,178362,
Arica y Parinacota,43,9335,2020-11-06,15,252110,
Tarapacá,54,12583,2020-11-06,01,382773,
Antofagasta,39,20763,2020-11-06,02,691854,
Atacama,3,7753,2020-11-06,03,314709,
Coquimbo,11,12415,2020-11-06,04,836096,
Valparaíso,74,29226,2020-11-06,05,1960170,
Metropolitana,368,286340,2020-11-06,13,8125072,
